Category,Label,Question,Answer
CGPA,3,Can you let me know my CGPA as of this semester?,Your CGPA as of now is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,Can you provide my CGPA for this semester?,Your   CGPA as of today is <CGPA>.
CGPA,3,Could you tell me my CGPA as of now?,Your CGPA for this semester is <CGPA>.
CGPA,3,Whats my CGPA for this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,Can you share my current CGPA for this semester?,Your CGPA as of today is <CGPA>.
CGPA,3,Could you let me know my CGPA as of today?,Your current CGPA is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,Can you tell me my CGPA for this semester?,Your CGPA as of now is <CGPA>.
CGPA,3,Could you provide my CGPA as of this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your   CGPA as of today is <CGPA>.
CGPA,3,Can you let me know my CGPA as of now?,Your CGPA for this semester is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA as of today is <CGPA>.
CGPA,3,Can you share my CGPA for this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,Could you tell me my current CGPA as of today?,Your current CGPA is <CGPA>.
CGPA,3,What is my CGPA right now?,Your CGPA is <CGPA>.
CGPA,3,Can you tell me my current   CGPA?,Your current CGPA is <CGPA>.
CGPA,3,Could you let me know my CGPA for this semester?,"As of today, your CGPA is <CGPA>."
CGPA,3,What is my CGPA as of today?,Your CGPA is <CGPA>.
CGPA,3,Can you provide me with my CGPA?,Your CGPA as of today is <CGPA>.
CGPA,3,What is my CGPA for this semester?,Your   CGPA is <CGPA>.
CGPA,3,Can you share my CGPA as of now?,Your CGPA for this semester is <CGPA>.
CGPA,3,Could you tell me my CGPA for this semester?,Your current CGPA is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA right now is <CGPA>.
CGPA,3,Can you let me know my CGPA for this semester?,Your CGPA for this semester is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA as of today is <CGPA>.
CGPA,3,Can you provide my current CGPA?,Your CGPA is currently <CGPA>.
CGPA,3,Could you inform me about my CGPA as of today?,Your CGPA as of now is <CGPA>.
CGPA,3,What is my CGPA for this semester?,Your   CGPA as of today is <CGPA>.
CGPA,3,Can you tell me my CGPA for this semester?,Your CGPA for this semester is <CGPA>.
CGPA,3,Could you share my CGPA for this semester?,Your CGPA for this semester is <CGPA>.
CGPA,3,What is my current  CGPA?,Your CGPA as of this semester is <CGPA>.
CGPA,3,Can you let me know my CGPA as of this semester?,Your current CGPA is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA for this semester is <CGPA>.
CGPA,3,Can you provide my CGPA for this semester?,Your CGPA as of now is <CGPA>.
CGPA,3,Could you tell me my CGPA as of now?,Your CGPA as of this semester is <CGPA>.
CGPA,3,What is my CGPA for this semester?,Your   CGPA as of now is <CGPA>.
CGPA,3,Can you share my current CGPA for this semester?,Your CGPA for this semester is <CGPA>.
CGPA,3,Could you let me know my CGPA as of today?,Your CGPA for this semester is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA as of today is <CGPA>.
CGPA,3,Can you tell me my CGPA for this semester?,Your current CGPA is <CGPA>.
CGPA,3,Could you provide my CGPA as of this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,Can you let me know my CGPA as of now?,Your CGPA as of this semester is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your   CGPA for this semester is <CGPA>.
CGPA,3,Can you share my CGPA for this semester?,Your CGPA as of now is <CGPA>.
CGPA,3,Could you tell me my current CGPA as of today?,Your CGPA as of today is <CGPA>.
CGPA,3,What is my CGPA right now?,Your CGPA for this semester is <CGPA>.
CGPA,3,Can you tell me my current   CGPA?,Your current CGPA is <CGPA>.
CGPA,3,Could you let me know my CGPA for this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,What is my CGPA as of today?,Your CGPA as of now is <CGPA>.
CGPA,3,Can you provide me with my CGPA?,Your CGPA as of this semester is <CGPA>.
CGPA,3,What is my CGPA for this semester?,Your   CGPA as of today is <CGPA>.
CGPA,3,Can you share my CGPA as of now?,Your CGPA for this semester is <CGPA>.
CGPA,3,Could you tell me my CGPA for this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA as of today is <CGPA>.
CGPA,3,Can you let me know my CGPA for this semester?,Your current CGPA is <CGPA>.
CGPA,3,What is my CGPA as of this semester?,Your CGPA as of this semester is <CGPA>.
CGPA,3,Can you provide my current CGPA?,Your CGPA as of now is <CGPA>.
CGPA,3,Could you inform me about my CGPA as of today?,Your CGPA as of this semester is <CGPA>.
CGPA,3,What is my CGPA for this semester?,Your   CGPA as of today is <CGPA>.
CGPA,3,Can you tell me my CGPA for this semester?,Your CGPA for this semester is <CGPA>.
CGPA,3,Could you share my CGPA for this semester?,Your CGPA as of today is <CGPA>.
CGPA,3,What is my current   CGPA?,Your CGPA as of this semester is <CGPA>.
CGPA,3,Can you let me know my CGPA as of this semester?,Your current CGPA is <CGPA>.
Failed_Course,4,tell me about my fail courses?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Which courses did I fail?,You failed the following courses: <Fail-Courses>.
Failed_Course,4,Could you tell me the courses I failed?,Your failed courses include <Fail-Courses>.
Failed_Course,4,Do you know which courses I failed?,The list of courses you failed is <Fail-Courses>.
Failed_Course,4,Can you provide me with a list of my failed courses?,You didnt pass these courses: <Fail-Courses>.
Failed_Course,4,What courses did I not pass?,Your failed courses are as follows: <Fail-Courses>.
Failed_Course,4,Can you let me know which courses I failed?,The courses you did not pass are <Fail-Courses>.s
Failed_Course,4,Could you inform me about my failed courses?,Here are the courses you failed: <Fail-Courses>.
Failed_Course,4,What are the courses I did not pass?,You failed in these courses: <Fail-Courses>.
Failed_Course,4,Can you share the list of courses I failed?,The courses you failed include <Fail-Courses>.
Failed_Course,4,Which courses did I not pass?,Your failed courses consist of <Fail-Courses>.
Failed_Course,4,Could you tell me the courses I did not pass?,You failed the courses <Fail-Courses>.
Failed_Course,4,Can you give me details about my failed courses?,The courses you did not pass include <Fail-Courses>.
Failed_Course,4,What courses have I failed?,Your failed courses are listed as <Fail-Courses>.
Failed_Course,4,Can you tell me which courses I failed?,You failed in the following courses: <Fail-Courses>.
Failed_Course,4,Could you provide details about my failed courses?,The courses you failed are the following: <Fail-Courses>.
Failed_Course,4,What are the courses I failed in?,Your failed courses are detailed as <Fail-Courses>.
Failed_Course,4,Can you let me know what courses I failed?,You did not pass the courses <Fail-Courses>.
Failed_Course,4,Could you share the courses I failed?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Which courses have I failed?,Your failed courses are <Fail-Courses>.
Failed_Course,4,Can you tell me about the courses I did not pass?,You failed these courses: <Fail-Courses>.
Failed_Course,4,Could you list the courses I failed?,The courses you failed are <Fail-Courses>.
Failed_Course,4,What courses did I fail in?,Your failed courses are <Fail-Courses>.
Failed_Course,4,Can you inform me about my failed courses?,You did not pass the following courses: <Fail-Courses>.
Failed_Course,4,Could you let me know which courses I did not pass?,The courses you failed are <Fail-Courses>.
Failed_Course,4,What are the courses I failed this semester?,Your failed courses are <Fail-Courses>.
Failed_Course,4,Can you provide me with my failed courses?,You failed the courses <Fail-Courses>.
Failed_Course,4,Could you tell me the courses I failed this semester?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Which courses did I fail this semester?,Your failed courses are <Fail-Courses>.
Failed_Course,4,Can you give me a list of the courses I failed?,You did not pass these courses: <Fail-Courses>.
Failed_Course,4,Could you share the courses I did not pass?,The courses you failed are <Fail-Courses>.
Failed_Course,4,What courses did I failed?,Your failed courses are <Fail-Courses>.
Failed_Course,4,Can you tell me the courses I failed ?,You failed the following courses: <Fail-Courses>.
Failed_Course,4,Could you provide a list of my failed courses?,The courses you failed are <Fail-Courses>.
Failed_Course,4,What are the courses I failed?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What are the courses I failed?,You did not pass the courses <Fail-Courses>.
Failed_Course,4,Can you let me know the courses I failed?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Could you inform me about the courses I did not pass?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What courses have I failed so far?,You failed these courses: <Fail-Courses>.
Failed_Course,4,Can you tell me which courses I did not pass?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Could you give me details about the courses I failed?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What are the courses I failed in the past?,You didnt pass the following courses: <Fail-Courses>.
Failed_Course,4,Can you share the courses I failed in previous semesters?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Could you list the courses I didnt pass in the past?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What courses did I fail in previous semesters?,You failed the courses <Fail-Courses>.
Failed_Course,4,Can you provide me with the courses I failed in the past?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Could you tell me about the courses I failed earlier?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What are the courses I failed in earlier semesters?,You didnt pass these courses: <Fail-Courses>.
Failed_Course,4,Can you let me know the courses I failed in previous semesters?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Can you tell me about my fail courses?,Your fail courses are <Fail-Courses>
Failed_Course,4,Tell me about my fail courses?,Your fail courses are <Fail-Courses>
Failed_Course,4,What happens if I fail a course?,Failing a course can impact your CGPA and academic standing. You may need to retake the course.
Failed_Course,4,Will failing a course affect my graduation?,"Yes, failing a course can delay your graduation if it is a required course for your program."
Failed_Course,4,Can I retake a failed course?,"Yes, you can retake a failed course to improve your grade and CGPA."
Failed_Course,4,What is the impact of failing a course on my CGPA?,Failing a course will lower your CGPA. Retaking the course and earning a better grade can help improve it.
Failed_Course,4,Can I graduate if I fail a course?,You must pass all required courses to graduate. Failing a course may delay your graduation.
Failed_Course,4,What should I do if I fail a course?,"You should retake the course, seek academic advising, and focus on improving your performance."
Failed_Course,4,Will failing a course put me on academic probation?,"Yes, failing multiple courses may result in academic probation."
Failed_Course,4,How do I recover from failing a course?,"Retake the course, seek tutoring, and improve your study habits."
Failed_Course,4,Can you let me know which courses I failed this semester?,Your fail courses are <Fail-Courses>.
Failed_Course,4,Could you tell me the courses I failed?,The courses you failed are <Fail-Courses>.
Failed_Course,4,What are the courses I failed in the previous semester?,You failed the following courses: <Fail-Courses>.
Failed_Course,4,Can you provide me with the list of courses I failed?,Your failed courses include <Fail-Courses>.
Failed_Course,4,Which courses did I fail in the?,The list of courses you failed is <Fail-Courses>.
Failed_Course,4,Could you share the courses I failed in the past semesters?,You didnt pass these courses: <Fail-Courses>.
Failed_Course,4,What courses did I fail in the previous semester?,Your failed courses are as follows: <Fail-Courses>.
Failed_Course,4,Can you tell me the courses I failed in the?,The courses you didnt pass are <Fail-Courses>.
Failed_Course,4,Could you inform me about the courses I failed in the past?,Here are the courses you failed: <Fail-Courses>.
Failed_Course,4,What are the courses I failed in earlier semesters?,You failed in these courses: <Fail-Courses>.
Failed_Course,4,Can you let me know the courses I failed in the?,The courses you failed include <Fail-Courses>.
Failed_Course,4,Could you provide details about the courses I failed?,Your failed courses consist of <Fail-Courses>.
Failed_Course,4,What courses did I fail in the previous semester?,You failed the courses <Fail-Courses>.
Failed_Course,4,Can you share the courses I failed in the past semesters?,The courses you didnt pass include <Fail-Courses>.
Failed_Course,4,Could you tell me the courses I failed in the?,Your failed courses are listed as <Fail-Courses>.
Failed_Course,4,What are the courses I failed in the past semesterss?,You failed in the following courses: <Fail-Courses>.
Failed_Course,4,Can you provide me with the courses I failed in the?,The courses you failed are the following: <Fail-Courses>.
Failed_Course,4,Could you let me know which courses I failed in the previous semesters?,Your failed courses are detailed as <Fail-Courses>.
Failed_Course,4,What courses did I fail in the last academic semesters?,You didnt pass the courses <Fail-Courses>.
Failed_Course,4,Can you tell me the courses I failed in the past semesters?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Could you share the courses I failed in the?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What are the courses I failed in the previous semester?,You failed these courses: <Fail-Courses>.
Failed_Course,4,Can you provide me with the courses I failed in the past semesterss?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Could you tell me which courses I failed in the?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What courses did I fail in the previous academic semester?,You didnt pass the following courses: <Fail-Courses>.
Failed_Course,4,Can you let me know the courses I failed in the past semesters?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Could you inform me about the courses I failed in the?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What are the courses I failed in the previous semester?,You failed the courses <Fail-Courses>.
Failed_Course,4,Can you share the courses I failed in the?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Could you provide details about the courses I failed in the past semesters?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What courses did I fail in the last academic semesters?,You didnt pass these courses: <Fail-Courses>.
Failed_Course,4,Can you tell me the courses I failed in the previous semester?,The courses you failed are <Fail-Courses>.
Failed_Course,4,Could you let me know which courses I failed in the past semesters?,Your failed courses are <Fail-Courses>.
Failed_Course,4,What are the courses I failed?,You failed the following courses: <Fail-Courses>.
Failed_Course,4,Can you provide me with the courses I failed in the previous semester?,The courses you failed are <Fail-Courses>.
Failed_Course,4,tell me  my fail courses?,Your failed courses are <Fail-Courses>.
Failed_Course,4,Can you show me a list of the courses I failed?,Your failed courses are <Fail-Courses>.
Failed_Course,4,Can you inform me about my failed courses?,Your failed courses are <Fail-Courses>.
Failed_Course,4,Can you show me with the courses I failed in the previous semester?,Your failed courses are <Fail-Courses>.
Failed_Course,4,Can you tell me about my failed courses?,
PreviousCourse,5,Tell me about my  previous courses?,Your previous courses are <previous_course>.
PreviousCourse,5,Can you list my past courses?,Your past courses are <previous_course>.
PreviousCourse,5,What courses did I take before?,Your earlier courses are <previous_course>.
PreviousCourse,5,Tell me my earlier courses.,Your last courses were <previous_course>.
PreviousCourse,5,What are my past enrollments?,Your previous enrollments were <previous_course>.
PreviousCourse,5,Can you show my previous courses?,Your past enrollments were <previous_course>.
PreviousCourse,5,What courses did I take earlier?,Your earlier enrollments were <previous_course>.
PreviousCourse,5,List my previous courses.,Your courses were <previous_course>.
PreviousCourse,5,What were my earlier enrollments?,Your previous semester courses were <previous_course>.
PreviousCourse,5,Can you tell me my past courses?,Your past semesters courses were <previous_course>.
PreviousCourse,5,What courses did I take?,Your earlier semester courses were <previous_course>.
PreviousCourse,5,What were my last courses?,Your  courses were <previous_course>.
PreviousCourse,5,Can you share my previous courses?,Your previous year courses were <previous_course>.
PreviousCourse,5,What courses did I take before this?,Your past year courses were <previous_course>.
PreviousCourse,5,Tell me my past enrollments.,Your earlier year courses were <previous_course>.
PreviousCourse,5,What were my courses?,Your courses were <previous_course>.
PreviousCourse,5,Can you list my earlier courses?,Your previous semester courses were <previous_course>.
PreviousCourse,5,What courses did I take previously?,Your past semesters courses were <previous_course>.
PreviousCourse,5,What were my past courses?,Your earlier semester courses were <previous_course>.
PreviousCourse,5,Can you tell me my earlier enrollments?,Your courses were <previous_course>.
PreviousCourse,5,What courses did I take in the past?,Your previous semester courses were <previous_course>.
PreviousCourse,5,What were my previous enrollments?,Your past semesters courses were <previous_course>.
PreviousCourse,5,Can you show my past courses?,Your earlier semester courses were <previous_course>.
PreviousCourse,5,What courses did I take earlier this year?,Your last academic semester courses were <previous_course>.
PreviousCourse,5,Tell me my previous courses.,Your previous academic semester courses were <previous_course>.
PreviousCourse,5,What were my courses before this semester?,Your past academic semester courses were <previous_course>.
PreviousCourse,5,Can you list my past enrollments?,Your earlier academic semester courses were <previous_course>.
PreviousCourse,5,What courses did I take?,Your courses were <previous_course>.
PreviousCourse,5,What were my earlier courses?,Your previous semester courses were <previous_course>.
PreviousCourse,5,Can you tell me my previous enrollments?,Your past semesters courses were <previous_course>.
PreviousCourse,5,What courses did I take in the past semesters?,Your earlier semester courses were <previous_course>.
PreviousCourse,5,What were my courses?,Your enrollments were <previous_course>.
PreviousCourse,5,Can you share my earlier courses?,Your previous semester enrollments were <previous_course>.
PreviousCourse,5,What courses did I take before this semester?,Your past semesters enrollments were <previous_course>.
PreviousCourse,5,Tell me my past semesters courses.,Your earlier semester enrollments were <previous_course>.
PreviousCourse,5,What were my courses earlier this year?,Your enrollments were <previous_course>.
PreviousCourse,5,Can you list my previous enrollments?,Your previous semester enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the past semesters?,Your past semesters enrollments were <previous_course>.
PreviousCourse,5,What were my courses?,Your earlier semester enrollments were <previous_course>.
PreviousCourse,5,Can you tell me my past semesters enrollments?,Your  enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the previous semester?,Your previous year enrollments were <previous_course>.
PreviousCourse,5,What were my courses earlier this semester?,Your past year enrollments were <previous_course>.
PreviousCourse,5,Can you show my past enrollments?,Your earlier year enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the?,Your enrollments were <previous_course>.
PreviousCourse,5,Tell me my previous semester courses.,Your previous semester enrollments were <previous_course>.
PreviousCourse,5,What were my courses in the past year?,Your past semesters enrollments were <previous_course>.
PreviousCourse,5,Can you list my earlier enrollments?,Your earlier semester enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the previous semester?,Your enrollments were <previous_course>.
PreviousCourse,5,What were my courses?,Your previous semester enrollments were <previous_course>.
PreviousCourse,5,Can you tell me my past semesters courses?,Your past semesters enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the earlier semester?,Your earlier semester enrollments were <previous_course>.
PreviousCourse,5,What were my courses in the past semesters?,Your last academic semester enrollments were <previous_course>.
PreviousCourse,5,Can you share my previous semester courses?,Your previous academic semester enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the?,Your past academic semester enrollments were <previous_course>.
PreviousCourse,5,Tell me my earlier semester courses.,Your earlier academic semester enrollments were <previous_course>.
PreviousCourse,5,What were my courses in the previous year?,Your enrollments were <previous_course>.
PreviousCourse,5,Can you list my past semesters courses?,Your previous semester enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the earlier semester?,Your past semesters enrollments were <previous_course>.
PreviousCourse,5,What were my courses in the?,Your earlier semester enrollments were <previous_course>.
PreviousCourse,5,Can you tell me my previous semester courses?,Your courses were <previous_course>.
PreviousCourse,5,What courses did I take in the past semesters?,Your previous semester courses were <previous_course>.
PreviousCourse,5,What were my courses in the earlier semester?,Your past semesters courses were <previous_course>.
PreviousCourse,5,Can you show my previous year courses?,Your earlier semester courses were <previous_course>.
PreviousCourse,5,What courses did I take in the semesters?,Your courses were <previous_course>.
PreviousCourse,5,Tell me my past semesters courses.,Your previous semester courses were <previous_course>.
PreviousCourse,5,What were my courses in the previous semester?,Your past semesters courses were <previous_course>.
PreviousCourse,5,Can you list my earlier semester courses?,Your earlier semester courses were <previous_course>.
PreviousCourse,5,What courses did I take in the past semesters?,Your  courses were <previous_course>.
PreviousCourse,5,What were my courses in the?,Your previous year courses were <previous_course>.
PreviousCourse,5,Can you tell me my previous semester courses?,Your past year courses were <previous_course>.
PreviousCourse,5,What courses did I take in the earlier semester?,Your earlier year courses were <previous_course>.
PreviousCourse,5,What were my courses in the past semesters?,Your courses were <previous_course>.
PreviousCourse,5,Can you share my courses?,Your previous semester courses were <previous_course>.
PreviousCourse,5,What courses did I take in the previous semester?,Your past semesters courses were <previous_course>.
PreviousCourse,5,Tell me my earlier semester courses.,Your earlier semester courses were <previous_course>.
PreviousCourse,5,What were my courses in the?,Your courses were <previous_course>.
PreviousCourse,5,Can you list my past semesters courses?,Your previous semester courses were <previous_course>.
PreviousCourse,5,What courses did I take in the earlier semester?,Your past semesters courses were <previous_course>.
PreviousCourse,5,What were my courses in the previous semester?,Your earlier semester courses were <previous_course>.
PreviousCourse,5,Can you tell me my courses?,Your last academic semester courses were <previous_course>.
PreviousCourse,5,What courses did I take in the past academic semester?,Your previous academic semester courses were <previous_course>.
PreviousCourse,5,What were my courses in the earlier academic semester?,Your past academic semester courses were <previous_course>.
PreviousCourse,5,Can you show my previous academic semester courses?,Your earlier academic semester courses were <previous_course>.
PreviousCourse,5,What courses did I take in the last academic semester?,Your courses were <previous_course>.
PreviousCourse,5,Tell me my past academic semester courses.,Your previous semester courses were <previous_course>.
PreviousCourse,5,What were my courses in the previous academic semester?,Your past semesters courses were <previous_course>.
PreviousCourse,5,Can you list my earlier academic semester courses?,Your earlier semester courses were <previous_course>.
PreviousCourse,5,What courses did I take in the past semesters?,Your enrollments were <previous_course>.
PreviousCourse,5,What were my courses in the last academic semester?,Your previous semester enrollments were <previous_course>.
PreviousCourse,5,Can you tell me my previous semester courses?,Your past semesters enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the earlier semester?,Your earlier semester enrollments were <previous_course>.
PreviousCourse,5,What were my courses in the past semesters?,Your enrollments were <previous_course>.
PreviousCourse,5,Can you share my last academic semester courses?,Your previous semester enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the previous academic semester?,Your past semesters enrollments were <previous_course>.
PreviousCourse,5,Tell me my earlier semester courses.,Your earlier semester enrollments were <previous_course>.
PreviousCourse,5,What were my courses in the?,Your  enrollments were <previous_course>.
PreviousCourse,5,Can you list my past semesters courses?,Your previous year enrollments were <previous_course>.
PreviousCourse,5,What courses did I take in the earlier semester?,Your past year enrollments were <previous_course>.
PreviousCourse,5,What were my courses in the previous semester?,Your earlier year enrollments were <previous_course>.
PreviousCourse,5,Can you tell me my courses?,Your enrollments were <previous_course>.
FreezeSemester,7,Should I freeze my semester?,<FreezeSemester>
FreezeSemester,7,Do I need to pause my semester?,<FreezeSemester>
FreezeSemester,7,Must I defer the semester?,<FreezeSemester>
FreezeSemester,7,Is freezing the semester necessary?,<FreezeSemester>
FreezeSemester,7,Should I freeze my semester?,<FreezeSemester>
FreezeSemester,7,Do I have to stop the semester?,<FreezeSemester>
FreezeSemester,7,Need I freeze this semester?,<FreezeSemester>
FreezeSemester,7,Should I defer my studies now?,<FreezeSemester>
FreezeSemester,7,Must I take a semester break?,<FreezeSemester>
FreezeSemester,7,Do I need a semester freeze?,<FreezeSemester>
FreezeSemester,7,Should I put my semester on hold?,<FreezeSemester>
FreezeSemester,7,Is deferring required?,<FreezeSemester>
FreezeSemester,7,Should I pause my studies?,<FreezeSemester>
FreezeSemester,7,Need to freeze this semester?,<FreezeSemester>
FreezeSemester,7,Should I stop attending this semester?,<FreezeSemester>
FreezeSemester,7,Do I require a semester deferral?,<FreezeSemester>
FreezeSemester,7,Must I suspend my semester?,<FreezeSemester>
FreezeSemester,7,Should I take a break from studies?,<FreezeSemester>
FreezeSemester,7,Need to put studies on pause?,<FreezeSemester>
FreezeSemester,7,Should I freeze classes?,<FreezeSemester>
FreezeSemester,7,Do I need to pause academics?,<FreezeSemester>
FreezeSemester,7,Must I take a leave from university and freeze semester?,<FreezeSemester>
FreezeSemester,7,Should I halt my courses?,<FreezeSemester>
FreezeSemester,7,Need to defer enrollment?,<FreezeSemester>
FreezeSemester,7,Should I freeze my term?,<FreezeSemester>
FreezeSemester,7,Do I need a study break?,<FreezeSemester>
FreezeSemester,7,Should I pause university?,<FreezeSemester>
FreezeSemester,7,Must I freeze the term?,<FreezeSemester>
FreezeSemester,7,Need to defer my program?,<FreezeSemester>
FreezeSemester,7,Should I stop this semester?,<FreezeSemester>
FreezeSemester,7,Do I need a semester leave?,<FreezeSemester>
FreezeSemester,7,Should I take a semester off?,<FreezeSemester>
FreezeSemester,7,Need to pause my education?,<FreezeSemester>
FreezeSemester,7,Must I hold my studies?,<FreezeSemester>
FreezeSemester,7,Should I delay my semester?,<FreezeSemester>
FreezeSemester,7,Do I need to defer now?,<FreezeSemester>
FreezeSemester,7,Should I freeze my academic term?,<FreezeSemester>
FreezeSemester,7,Need to put my degree on hold?,<FreezeSemester>
FreezeSemester,7,Should I suspend enrollment?,<FreezeSemester>
FreezeSemester,7,Must I take a gap semester?,<FreezeSemester>
FreezeSemester,7,Do I need to stop classes?,<FreezeSemester>
FreezeSemester,7,Should I pause coursework?,<FreezeSemester>
FreezeSemester,7,Need to freeze my studies?,<FreezeSemester>
FreezeSemester,7,Should I defer this term?,<FreezeSemester>
FreezeSemester,7,Must I stop attending classes?,<FreezeSemester>
FreezeSemester,7,Should I take a study pause?,<FreezeSemester>
FreezeSemester,7,Do I need to suspend my semester?,<FreezeSemester>
FreezeSemester,7,Should I put term on hold?,<FreezeSemester>
FreezeSemester,7,Need to freeze enrollment?,<FreezeSemester>
FreezeSemester,7,Should I defer my courses?,<FreezeSemester>
FreezeSemester,7,Must I pause my program?,<FreezeSemester>
FreezeSemester,7,Should I halt my education?,<FreezeSemester>
FreezeSemester,7,Do I need to defer studies?,<FreezeSemester>
FreezeSemester,7,Should I take a term break?,<FreezeSemester>
FreezeSemester,7,Need to freeze my academic year?,<FreezeSemester>
FreezeSemester,7,Should I pause this term?,<FreezeSemester>
FreezeSemester,7,Must I delay enrollment?,<FreezeSemester>
FreezeSemester,7,Should I stop the term?,<FreezeSemester>
FreezeSemester,7,Do I need a pause from universityl?,<FreezeSemester>
FreezeSemester,7,Should I freeze my university term?,<FreezeSemester>
FreezeSemester,7,Need to defer my classes?,<FreezeSemester>
FreezeSemester,7,Should I suspend my courses?,<FreezeSemester>
FreezeSemester,7,Must I take a semester hiatus?,<FreezeSemester>
FreezeSemester,7,Should I hold off on studies?,<FreezeSemester>
FreezeSemester,7,Do I need to freeze univserting?,<FreezeSemester>
FreezeSemester,7,Should I pause my degree?,<FreezeSemester>
FreezeSemester,7,Need to delay the semester?,<FreezeSemester>
FreezeSemester,7,Should I defer my enrollment?,<FreezeSemester>
FreezeSemester,7,Must I stop this term?,<FreezeSemester>
FreezeSemester,7,Should I take a break now?,<FreezeSemester>
FreezeSemester,7,Do I need to freeze my program?,<FreezeSemester>
FreezeSemester,7,Should I put studies on hold?,<FreezeSemester>
FreezeSemester,7,Need to pause the term?,<FreezeSemester>
FreezeSemester,7,Should I halt my program?,<FreezeSemester>
FreezeSemester,7,Must I defer my academic term?,<FreezeSemester>
FreezeSemester,7,Should I take a leave of absence?,<FreezeSemester>
FreezeSemester,7,Do I need to stop studying?,<FreezeSemester>
FreezeSemester,7,Should I freeze my education?,<FreezeSemester>
FreezeSemester,7,Need to defer coursework?,<FreezeSemester>
FreezeSemester,7,Should I suspend my term?,<FreezeSemester>
FreezeSemester,7,Must I pause university?,<FreezeSemester>
FreezeSemester,7,Am i need to freeze semester?,<FreezeSemester>
FreezeSemester,7,Do I need to defer ?,<FreezeSemester>
FreezeSemester,7,Should I halt my academic term?,<FreezeSemester>
FreezeSemester,7,Need to freeze my classes?,<FreezeSemester>
FreezeSemester,7,Should I pause my university term?,<FreezeSemester>
FreezeSemester,7,Must I take a study hiatus?,<FreezeSemester>
FreezeSemester,7,Should I stop university temporarily?,<FreezeSemester>
FreezeSemester,7,Do I need to defer now?,<FreezeSemester>
FreezeSemester,7,Should I freeze my studies now?,<FreezeSemester>
FreezeSemester,7,Need to put classes on hold?,<FreezeSemester>
FreezeSemester,7,Should I pause my education now?,<FreezeSemester>
FreezeSemester,7,Must I halt my courses now?,<FreezeSemester>
FreezeSemester,7,Should I take a term off?,<FreezeSemester>
FreezeSemester,7,Do I need to defer immediately?,<FreezeSemester>
FreezeSemester,7,Should I suspend my studies?,<FreezeSemester>
FreezeSemester,7,Need to freeze this academic term?,<FreezeSemester>
FreezeSemester,7,Should I delay my studies?,<FreezeSemester>
FreezeSemester,7,Must I pause my universitying?,<FreezeSemester>
FreezeSemester,7,Should I put my semester on ice?,<FreezeSemester>
FreezeSemester,7,Am i need to freeze semester?,<FreezeSemester>
